-0.9827220501026219, 1.823673533806602e-11
-0.9501151500633158, 1.9363093153271973e-11
-0.9174872025127984, 1.9872296979393276e-11
-0.8848616467249185, 2.0473779818573164e-11
-0.8522255671814329, 2.073818934515512e-11
-0.8195842257601446, 2.0828359545343256e-11
-0.786896962496213, 1.9424421116998693e-11
-0.754255142722397, 1.9493821740781976e-11
-0.7215874919120941, 1.8764558010777223e-11
-0.6889322782675072, 1.8428846020324142e-11
-0.6562617573420393, 1.7657431882695557e-11
-0.6235902797115164, 1.689220282924766e-11
-0.5905886325364338, 1.614887568814991e-11
-0.558228190349369, 1.4989625357614947e-11
-0.5255481023733504, 1.4142092522022808e-11
-0.49287216011923707, 1.3432063028180169e-11
-0.4601826645435103, 1.248161807144981e-11
-0.42747196200572946, 1.1208125295912844e-11
-0.39475982441036606, 1.004128028606341e-11
-0.36204864352005806, 9.009814565684512e-12
-0.32933076569436426, 7.997386105569888e-12
-0.2965923187099866, 6.86690903976538e-12
-0.2638352159770352, 5.721327993755279e-12
-0.23108720194210686, 4.83730614768045e-12
-0.20278421897521537, 4.0476657361969315e-12
-0.17892818048647152, 3.362337814312627e-12
-0.15655420625816685, 2.7851437511997828e-12
-0.1371468975275385, 2.303411015956186e-12
-0.11625198077235743, 1.893387556304842e-12
-0.09090610004904076, 1.557594112129368e-12
-0.061118503506454314, 1.3016634994961973e-12
-0.028411149436366356, 1.175190008949196e-12
0.004242150798110522, 1.157735080778184e-12
0.03687153340621063, 1.1854317412939549e-12
0.06950665624464114, 1.2025967033246163e-12
0.10212982026988326, 1.243788663764923e-12
0.13474341724457473, 1.3064105589356678e-12
0.16735797092432136, 1.3700679888588428e-12
0.19997969989198094, 1.4202823168217027e-12
0.23260334226975066, 1.4677968117684143e-12
0.2652265062949928, 1.5180725426411443e-12
0.2978472785575972, 1.5761434303322628e-12
0.33047235599294944, 1.6251034820305883e-12
0.3631060437737974, 1.6524580891544052e-12
0.39573112120914966, 1.7037887180282385e-12
0.428336586190873, 1.8132152076983538e-12
0.4609611852736979, 1.87098352257652e-12
0.49359989575608476, 1.887115499015195e-12
0.5262309525980313, 1.927046534927075e-12
0.5588522032131631, 1.999217699254907e-12
0.5914705837131304, 2.083722707169198e-12
0.6240961395010101, 2.1467915839714806e-12
0.6567221736414175, 2.2100623115588463e-12
0.6893520346020447, 2.261187375611085e-12
0.7219747202747597, 2.340445122345262e-12
0.7546055379404422, 2.3908913772372106e-12
0.78723348549096, 2.453766199327497e-12
0.8198523443434542, 2.555510625763089e-12
0.8524774217788065, 2.6348929522348546e-12
0.885081451702947, 2.810622806252253e-12
0.9176668258785141, 3.089725063259231e-12
0.9502268473701219, 3.5384196415098832e-12
0.9813194268130161, 3.946555678368078e-12

